model_name,experiment_id,block_number,processing_time,input_tokens,output_tokens,retries,average_score,accuracy
gpt-oss:20b-cloud,7e4fda1af4ca_20260130045737,4,122.94073152542114,1873,327,2,3.0,0.5238095238095238
gpt-oss:20b-cloud,7e4fda1af4ca_20260130045737,5,164.93179726600647,1997,1238,2,4.75,0.5238095238095238
gpt-oss:20b-cloud,7e4fda1af4ca_20260130045737,6,137.72638654708862,1389,197,1,5.0,0.5238095238095238
gpt-oss:20b-cloud,6d029cfcf70f_20260130051057,1,151.15976810455322,1919,1227,2,4.0,0.6666666666666666
gpt-oss:20b-cloud,6d029cfcf70f_20260130051057,2,35.02117657661438,1476,543,0,5.0,0.6666666666666666
gpt-oss:20b-cloud,6d029cfcf70f_20260130051057,3,174.46635794639587,1628,1047,2,5.0,0.6666666666666666
gpt-oss:20b-cloud,6d029cfcf70f_20260130051057,4,66.3791732788086,1740,750,1,4.5,0.6666666666666666
gpt-oss:20b-cloud,6d029cfcf70f_20260130051057,5,143.22238397598267,1876,1515,2,4.25,0.6666666666666666
gpt-oss:20b-cloud,6d029cfcf70f_20260130051057,6,44.10470247268677,1720,1594,0,5.0,0.6666666666666666
gpt-oss:20b-cloud,ee570ad214a3_20260130052228,1,196.99205040931702,1746,492,2,3.3333333333333335,0.42857142857142855
gpt-oss:20b-cloud,ee570ad214a3_20260130052228,2,36.744707345962524,1476,319,0,5.0,0.42857142857142855
gpt-oss:20b-cloud,ee570ad214a3_20260130052228,3,144.65398526191711,1918,896,1,4.75,0.42857142857142855
gpt-oss:20b-cloud,ee570ad214a3_20260130052228,4,103.73565340042114,1889,831,2,3.5,0.42857142857142855
gpt-oss:20b-cloud,ee570ad214a3_20260130052228,5,81.5699610710144,1156,327,1,5.0,0.42857142857142855
gpt-oss:20b-cloud,ee570ad214a3_20260130052228,6,20.69583535194397,1720,363,0,5.0,0.42857142857142855
ministral-3:14b-cloud,00ba3b8fc952_20260130065641,1,13.148487329483032,1444,1833,0,,0.5714285714285714
ministral-3:14b-cloud,00ba3b8fc952_20260130065641,2,6.18066930770874,1482,678,0,,0.5714285714285714
ministral-3:14b-cloud,00ba3b8fc952_20260130065641,3,6.273410081863403,1515,794,0,,0.5714285714285714
ministral-3:14b-cloud,00ba3b8fc952_20260130065641,4,3.8918819427490234,1519,497,0,,0.5714285714285714
ministral-3:14b-cloud,00ba3b8fc952_20260130065641,5,2.7518019676208496,1497,335,0,,0.5714285714285714
ministral-3:14b-cloud,00ba3b8fc952_20260130065641,6,2.954355001449585,1812,364,0,,0.5714285714285714
ministral-3:14b-cloud,2f49597a247b_20260130065828,1,11.018241167068481,1444,1144,0,,0.6666666666666666
ministral-3:14b-cloud,2f49597a247b_20260130065828,2,6.74074649810791,1482,776,0,,0.6666666666666666
ministral-3:14b-cloud,2f49597a247b_20260130065828,3,4.3945581912994385,1515,538,0,,0.6666666666666666
ministral-3:14b-cloud,2f49597a247b_20260130065828,4,4.8783652782440186,1519,587,0,,0.6666666666666666
ministral-3:14b-cloud,2f49597a247b_20260130065828,5,4.037840127944946,1497,383,0,,0.6666666666666666
ministral-3:14b-cloud,2f49597a247b_20260130065828,6,3.590869903564453,1812,447,0,,0.6666666666666666
ministral-3:14b-cloud,dfdac27fcc45_20260130065957,1,8.75481629371643,1444,1229,0,,0.6190476190476191
ministral-3:14b-cloud,dfdac27fcc45_20260130065957,2,4.558171510696411,1482,600,0,,0.6190476190476191
ministral-3:14b-cloud,dfdac27fcc45_20260130065957,3,4.398848056793213,1515,586,0,,0.6190476190476191
ministral-3:14b-cloud,dfdac27fcc45_20260130065957,4,6.634369850158691,1519,843,0,,0.6190476190476191
ministral-3:14b-cloud,dfdac27fcc45_20260130065957,5,2.898951768875122,1497,344,0,,0.6190476190476191
ministral-3:14b-cloud,dfdac27fcc45_20260130065957,6,3.1224567890167236,1812,325,0,,0.6190476190476191
ministral-3:14b-cloud,3fd33347b0d0_20260130070059,1,12.73166298866272,1444,1820,0,,0.6666666666666666
ministral-3:14b-cloud,3fd33347b0d0_20260130070059,2,7.867932558059692,1482,979,0,,0.6666666666666666
ministral-3:14b-cloud,3fd33347b0d0_20260130070059,3,4.634944677352905,1515,600,0,,0.6666666666666666
ministral-3:14b-cloud,3fd33347b0d0_20260130070059,4,2.971482276916504,1519,345,0,,0.6666666666666666
ministral-3:14b-cloud,3fd33347b0d0_20260130070059,5,4.7948384284973145,1497,655,0,,0.6666666666666666
ministral-3:14b-cloud,3fd33347b0d0_20260130070059,6,3.6739869117736816,1812,418,0,,0.6666666666666666
ministral-3:14b-cloud,3ad1677e0431_20260130070256,1,11.246659278869629,1444,1485,0,,0.6190476190476191
ministral-3:14b-cloud,3ad1677e0431_20260130070256,2,4.8299219608306885,1482,647,0,,0.6190476190476191
ministral-3:14b-cloud,3ad1677e0431_20260130070256,3,4.738813877105713,1515,525,0,,0.6190476190476191
ministral-3:14b-cloud,3ad1677e0431_20260130070256,4,4.361398696899414,1519,579,0,,0.6190476190476191
ministral-3:14b-cloud,3ad1677e0431_20260130070256,5,5.081239461898804,1497,602,0,,0.6190476190476191
ministral-3:14b-cloud,3ad1677e0431_20260130070256,6,2.8687546253204346,1402,340,0,,0.6190476190476191
ministral-3:14b-cloud,c9604345a255_20260130070432,1,18.694661140441895,1444,2011,0,,0.6190476190476191
ministral-3:14b-cloud,c9604345a255_20260130070432,2,8.240505456924438,1482,1023,0,,0.6190476190476191
ministral-3:14b-cloud,c9604345a255_20260130070432,3,4.913960695266724,1515,570,0,,0.6190476190476191
ministral-3:14b-cloud,c9604345a255_20260130070432,4,3.5704119205474854,1519,400,0,,0.6190476190476191
ministral-3:14b-cloud,c9604345a255_20260130070432,5,3.9669535160064697,1497,363,0,,0.6190476190476191
ministral-3:14b-cloud,c9604345a255_20260130070432,6,4.837078332901001,1402,294,0,,0.6190476190476191
ministral-3:14b-cloud,2d7b61a1a1c8_20260130070638,1,13.271446704864502,1444,1526,0,,0.6190476190476191
ministral-3:14b-cloud,2d7b61a1a1c8_20260130070638,2,5.667004585266113,1482,684,0,,0.6190476190476191
ministral-3:14b-cloud,2d7b61a1a1c8_20260130070638,3,4.562117099761963,1515,618,0,,0.6190476190476191
ministral-3:14b-cloud,2d7b61a1a1c8_20260130070638,4,5.046266555786133,1519,639,0,,0.6190476190476191
ministral-3:14b-cloud,2d7b61a1a1c8_20260130070638,5,2.915799617767334,1497,361,0,,0.6190476190476191
ministral-3:14b-cloud,2d7b61a1a1c8_20260130070638,6,2.630662202835083,1402,313,0,,0.6190476190476191
ministral-3:14b-cloud,8419c8dc0a60_20260130070741,1,8.385998964309692,1444,1163,0,,0.6190476190476191
ministral-3:14b-cloud,8419c8dc0a60_20260130070741,2,5.215365409851074,1482,580,0,,0.6190476190476191
ministral-3:14b-cloud,8419c8dc0a60_20260130070741,3,4.033064126968384,1515,532,0,,0.6190476190476191
ministral-3:14b-cloud,8419c8dc0a60_20260130070741,4,4.195330858230591,1519,545,0,,0.6190476190476191
ministral-3:14b-cloud,8419c8dc0a60_20260130070741,5,5.5578460693359375,1497,617,0,,0.6190476190476191
ministral-3:14b-cloud,8419c8dc0a60_20260130070741,6,2.8270559310913086,1402,340,0,,0.6190476190476191
ministral-3:14b-cloud,aa991be62d35_20260130070843,1,7.555739879608154,1444,1074,0,,0.5238095238095238
ministral-3:14b-cloud,aa991be62d35_20260130070843,2,5.413512229919434,1482,738,0,,0.5238095238095238
ministral-3:14b-cloud,aa991be62d35_20260130070843,3,4.121228218078613,1515,549,0,,0.5238095238095238
ministral-3:14b-cloud,aa991be62d35_20260130070843,4,4.63327693939209,1170,61,0,,0.5238095238095238
ministral-3:14b-cloud,aa991be62d35_20260130070843,5,4.974109649658203,1497,634,0,,0.5238095238095238
ministral-3:14b-cloud,aa991be62d35_20260130070843,6,3.5490610599517822,1402,360,0,,0.5238095238095238
ministral-3:14b-cloud,b3a804e96ef2_20260130070952,1,12.653459787368774,1444,1856,0,,0.6666666666666666
ministral-3:14b-cloud,b3a804e96ef2_20260130070952,2,6.541297197341919,1482,716,0,,0.6666666666666666
ministral-3:14b-cloud,b3a804e96ef2_20260130070952,3,4.121073961257935,1515,548,0,,0.6666666666666666
ministral-3:14b-cloud,b3a804e96ef2_20260130070952,4,6.028975009918213,1519,585,0,,0.6666666666666666
ministral-3:14b-cloud,b3a804e96ef2_20260130070952,5,2.8199026584625244,1497,343,0,,0.6666666666666666
ministral-3:14b-cloud,b3a804e96ef2_20260130070952,6,3.126324415206909,1402,299,0,,0.6666666666666666
ministral-3:14b-cloud,59c0911c24ad_20260130071130,1,7.123789310455322,1444,1010,0,,0.6666666666666666
ministral-3:14b-cloud,59c0911c24ad_20260130071130,2,4.541581392288208,1482,588,0,,0.6666666666666666
ministral-3:14b-cloud,59c0911c24ad_20260130071130,3,10.742467641830444,1515,896,0,,0.6666666666666666
ministral-3:14b-cloud,59c0911c24ad_20260130071130,4,8.437525272369385,1519,843,0,,0.6666666666666666
ministral-3:14b-cloud,59c0911c24ad_20260130071130,5,4.882076263427734,1497,635,0,,0.6666666666666666
ministral-3:14b-cloud,59c0911c24ad_20260130071130,6,2.843576192855835,1402,341,0,,0.6666666666666666
ministral-3:14b-cloud,d4ae4e333d1a_20260130071306,1,9.86687421798706,1444,1001,0,,0.6190476190476191
ministral-3:14b-cloud,d4ae4e333d1a_20260130071306,2,5.719090223312378,1482,575,0,,0.6190476190476191
ministral-3:14b-cloud,d4ae4e333d1a_20260130071306,3,5.144380569458008,1515,654,0,,0.6190476190476191
ministral-3:14b-cloud,d4ae4e333d1a_20260130071306,4,3.793030023574829,1519,336,0,,0.6190476190476191
ministral-3:14b-cloud,d4ae4e333d1a_20260130071306,5,2.736391067504883,1497,319,0,,0.6190476190476191
ministral-3:14b-cloud,d4ae4e333d1a_20260130071306,6,2.7821857929229736,1402,342,0,,0.6190476190476191
ministral-3:14b-cloud,7a3d2d95dc25_20260130071416,1,9.73591685295105,1444,1411,0,,0.6666666666666666
ministral-3:14b-cloud,7a3d2d95dc25_20260130071416,2,4.995931386947632,1482,680,0,,0.6666666666666666
ministral-3:14b-cloud,7a3d2d95dc25_20260130071416,3,4.985273361206055,1515,605,0,,0.6666666666666666
ministral-3:14b-cloud,7a3d2d95dc25_20260130071416,4,6.736941337585449,1519,848,0,,0.6666666666666666
ministral-3:14b-cloud,7a3d2d95dc25_20260130071416,5,4.824236631393433,1497,636,0,,0.6666666666666666
ministral-3:14b-cloud,7a3d2d95dc25_20260130071416,6,2.601369857788086,1402,311,0,,0.6666666666666666
ministral-3:14b-cloud,18b3419fb4c5_20260130071534,1,8.46935248374939,1444,1221,0,,0.6190476190476191
ministral-3:14b-cloud,18b3419fb4c5_20260130071534,2,4.138230085372925,1482,551,0,,0.6190476190476191
ministral-3:14b-cloud,18b3419fb4c5_20260130071534,3,4.240236520767212,1515,563,0,,0.6190476190476191
ministral-3:14b-cloud,18b3419fb4c5_20260130071534,4,3.011653423309326,1519,360,0,,0.6190476190476191
ministral-3:14b-cloud,18b3419fb4c5_20260130071534,5,2.928272247314453,1497,351,0,,0.6190476190476191
ministral-3:14b-cloud,18b3419fb4c5_20260130071534,6,2.958202600479126,1402,351,0,,0.6190476190476191
ministral-3:14b-cloud,895a1b2408e8_20260130071646,1,12.766684532165527,1444,1624,0,,0.7619047619047619
ministral-3:14b-cloud,895a1b2408e8_20260130071646,2,4.548985481262207,1482,599,0,,0.7619047619047619
ministral-3:14b-cloud,895a1b2408e8_20260130071646,3,4.700866222381592,1515,556,0,,0.7619047619047619
ministral-3:14b-cloud,895a1b2408e8_20260130071646,4,3.629014492034912,1519,363,0,,0.7619047619047619
ministral-3:14b-cloud,895a1b2408e8_20260130071646,5,8.777013778686523,1497,1178,0,,0.7619047619047619
ministral-3:14b-cloud,895a1b2408e8_20260130071646,6,3.2951748371124268,1402,332,0,,0.7619047619047619
ministral-3:14b-cloud,c67edcfa39b9_20260130071755,1,17.224488019943237,1444,1850,0,,0.6190476190476191
ministral-3:14b-cloud,c67edcfa39b9_20260130071755,2,6.673539638519287,1482,803,0,,0.6190476190476191
ministral-3:14b-cloud,c67edcfa39b9_20260130071755,3,7.977357864379883,1515,784,0,,0.6190476190476191
ministral-3:14b-cloud,c67edcfa39b9_20260130071755,4,2.821535348892212,1519,303,0,,0.6190476190476191
ministral-3:14b-cloud,c67edcfa39b9_20260130071755,5,3.611799955368042,1497,321,0,,0.6190476190476191
ministral-3:14b-cloud,c67edcfa39b9_20260130071755,6,3.2129130363464355,1402,335,0,,0.6190476190476191
ministral-3:14b-cloud,e5125fde9ae7_20260130071929,1,11.69142198562622,1444,1471,0,,0.6666666666666666
ministral-3:14b-cloud,e5125fde9ae7_20260130071929,2,7.005832672119141,1482,846,0,,0.6666666666666666
ministral-3:14b-cloud,e5125fde9ae7_20260130071929,3,4.889596223831177,1515,659,0,,0.6666666666666666
ministral-3:14b-cloud,e5125fde9ae7_20260130071929,4,2.4813263416290283,1519,298,0,,0.6666666666666666
ministral-3:14b-cloud,e5125fde9ae7_20260130071929,5,4.579257011413574,1497,620,0,,0.6666666666666666
ministral-3:14b-cloud,e5125fde9ae7_20260130071929,6,2.5461292266845703,1402,298,0,,0.6666666666666666
ministral-3:14b-cloud,7dbdd1270dee_20260130072109,1,10.834613800048828,1444,1490,0,,0.6666666666666666
ministral-3:14b-cloud,7dbdd1270dee_20260130072109,2,6.208368301391602,1482,876,0,,0.6666666666666666
ministral-3:14b-cloud,7dbdd1270dee_20260130072109,3,5.0034873485565186,1515,674,0,,0.6666666666666666
ministral-3:14b-cloud,7dbdd1270dee_20260130072109,4,5.502756118774414,1519,739,0,,0.6666666666666666
ministral-3:14b-cloud,7dbdd1270dee_20260130072109,5,4.196185350418091,1497,570,0,,0.6666666666666666
ministral-3:14b-cloud,7dbdd1270dee_20260130072109,6,2.7458689212799072,1402,314,0,,0.6666666666666666
ministral-3:14b-cloud,e8984f99ef88_20260130072307,1,8.660334348678589,1444,1219,0,,0.5714285714285714
ministral-3:14b-cloud,e8984f99ef88_20260130072307,2,10.930469751358032,1133,579,0,,0.5714285714285714
ministral-3:14b-cloud,e8984f99ef88_20260130072307,3,10.181591510772705,1166,854,0,,0.5714285714285714
ministral-3:14b-cloud,e8984f99ef88_20260130072307,4,6.1288158893585205,1519,857,0,,0.5714285714285714
ministral-3:14b-cloud,e8984f99ef88_20260130072307,5,3.3042664527893066,1497,409,0,,0.5714285714285714
ministral-3:14b-cloud,e8984f99ef88_20260130072307,6,2.796006917953491,1402,345,0,,0.5714285714285714
ministral-3:14b-cloud,9d7ed87e7875_20260130072432,1,11.728026151657104,1444,1665,0,,0.6190476190476191
ministral-3:14b-cloud,9d7ed87e7875_20260130072432,2,5.320213794708252,1482,724,0,,0.6190476190476191
ministral-3:14b-cloud,9d7ed87e7875_20260130072432,3,5.38748574256897,1515,552,0,,0.6190476190476191
ministral-3:14b-cloud,9d7ed87e7875_20260130072432,4,2.8366663455963135,1519,356,0,,0.6190476190476191
ministral-3:14b-cloud,9d7ed87e7875_20260130072432,5,2.8634371757507324,1497,355,0,,0.6190476190476191
ministral-3:14b-cloud,9d7ed87e7875_20260130072432,6,2.856903553009033,1402,331,0,,0.6190476190476191
ministral-3:14b-cloud,598c7008ea90_20260130072535,1,7.896411418914795,1444,1138,0,,0.6190476190476191
ministral-3:14b-cloud,598c7008ea90_20260130072535,2,8.809355020523071,1482,1271,0,,0.6190476190476191
ministral-3:14b-cloud,598c7008ea90_20260130072535,3,4.581694602966309,1515,622,0,,0.6190476190476191
ministral-3:14b-cloud,598c7008ea90_20260130072535,4,7.136193037033081,1519,854,0,,0.6190476190476191
ministral-3:14b-cloud,598c7008ea90_20260130072535,5,3.096086025238037,1497,384,0,,0.6190476190476191
ministral-3:14b-cloud,598c7008ea90_20260130072535,6,2.8469502925872803,1402,350,0,,0.6190476190476191
ministral-3:14b-cloud,0a1e1931a271_20260130072707,1,12.18321442604065,1444,1800,0,,0.5714285714285714
ministral-3:14b-cloud,0a1e1931a271_20260130072707,2,4.876859426498413,1482,665,0,,0.5714285714285714
ministral-3:14b-cloud,0a1e1931a271_20260130072707,3,4.878247976303101,1515,569,0,,0.5714285714285714
ministral-3:14b-cloud,0a1e1931a271_20260130072707,4,2.269298791885376,1519,269,0,,0.5714285714285714
ministral-3:14b-cloud,0a1e1931a271_20260130072707,5,4.568589925765991,1497,607,0,,0.5714285714285714
ministral-3:14b-cloud,0a1e1931a271_20260130072707,6,2.473043918609619,1402,293,0,,0.5714285714285714
ministral-3:14b-cloud,02dfcf2f93c7_20260130072830,1,8.769440650939941,1444,1278,0,,0.6666666666666666
ministral-3:14b-cloud,02dfcf2f93c7_20260130072830,2,5.286560535430908,1482,689,0,,0.6666666666666666
ministral-3:14b-cloud,02dfcf2f93c7_20260130072830,3,4.265476703643799,1515,540,0,,0.6666666666666666
ministral-3:14b-cloud,02dfcf2f93c7_20260130072830,4,3.312967300415039,1519,367,0,,0.6666666666666666
ministral-3:14b-cloud,02dfcf2f93c7_20260130072830,5,4.509453535079956,1497,548,0,,0.6666666666666666
ministral-3:14b-cloud,02dfcf2f93c7_20260130072830,6,2.483041286468506,1402,261,0,,0.6666666666666666
ministral-3:14b-cloud,a970a988a3e3_20260130072944,1,12.519293308258057,1444,1823,0,,0.6190476190476191
ministral-3:14b-cloud,a970a988a3e3_20260130072944,2,5.287652015686035,1482,725,0,,0.6190476190476191
ministral-3:14b-cloud,a970a988a3e3_20260130072944,3,4.682223081588745,1515,573,0,,0.6190476190476191
ministral-3:14b-cloud,a970a988a3e3_20260130072944,4,5.581464052200317,1519,703,0,,0.6190476190476191
ministral-3:14b-cloud,a970a988a3e3_20260130072944,5,2.8355014324188232,1497,352,0,,0.6190476190476191
ministral-3:14b-cloud,a970a988a3e3_20260130072944,6,2.9203014373779297,1402,362,0,,0.6190476190476191
ministral-3:14b-cloud,be11cdc5593e_20260130073111,1,16.382601022720337,1095,716,0,,0.5238095238095238
ministral-3:14b-cloud,be11cdc5593e_20260130073111,2,5.635537624359131,1482,772,0,,0.5238095238095238
ministral-3:14b-cloud,be11cdc5593e_20260130073111,3,4.614000082015991,1515,580,0,,0.5238095238095238
ministral-3:14b-cloud,be11cdc5593e_20260130073111,4,2.775902032852173,1519,348,0,,0.5238095238095238
ministral-3:14b-cloud,be11cdc5593e_20260130073111,5,3.151388168334961,1497,379,0,,0.5238095238095238
ministral-3:14b-cloud,be11cdc5593e_20260130073111,6,2.927790403366089,1402,356,0,,0.5238095238095238
ministral-3:14b-cloud,f519ed4ab888_20260130080621,1,103.46538305282593,1760,835,2,5.0,0.6666666666666666
ministral-3:14b-cloud,f519ed4ab888_20260130080621,2,75.15602564811707,1783,190,1,5.0,0.6666666666666666
ministral-3:14b-cloud,f519ed4ab888_20260130080621,3,108.11011338233948,1894,881,2,3.25,0.6666666666666666
ministral-3:14b-cloud,f519ed4ab888_20260130080621,4,72.1149537563324,1866,560,1,4.5,0.6666666666666666
ministral-3:14b-cloud,f519ed4ab888_20260130080621,5,59.86375021934509,1900,533,1,4.25,0.6666666666666666
ministral-3:14b-cloud,f519ed4ab888_20260130080621,6,40.42027306556702,1684,308,1,5.0,0.6666666666666666
ministral-3:14b-cloud,5f0f72efe911_20260130081449,1,117.45463371276855,1692,725,2,4.333333333333333,0.5714285714285714
ministral-3:14b-cloud,5f0f72efe911_20260130081449,2,124.02475261688232,1897,219,1,4.75,0.5714285714285714
ministral-3:14b-cloud,5f0f72efe911_20260130081449,3,97.36512565612793,1942,405,1,4.5,0.5714285714285714
ministral-3:14b-cloud,5f0f72efe911_20260130081449,4,124.96475791931152,1916,289,1,5.0,0.5714285714285714
ministral-3:14b-cloud,5f0f72efe911_20260130081449,5,45.04954791069031,1497,364,0,4.75,0.5714285714285714
ministral-3:14b-cloud,5f0f72efe911_20260130081449,6,32.6123251914978,1623,38,1,5.0,0.5714285714285714
ministral-3:14b-cloud,57e03a15f21f_20260130082420,1,88.3555839061737,1805,608,1,5.0,0.7142857142857143
ministral-3:14b-cloud,57e03a15f21f_20260130082420,2,115.93798565864563,1835,182,2,4.25,0.7142857142857143
ministral-3:14b-cloud,57e03a15f21f_20260130082420,3,53.141571044921875,1970,471,1,4.25,0.7142857142857143
ministral-3:14b-cloud,57e03a15f21f_20260130082420,4,107.84222507476807,1917,220,1,4.75,0.7142857142857143
ministral-3:14b-cloud,57e03a15f21f_20260130082420,5,46.96198272705078,1497,362,0,5.0,0.7142857142857143
ministral-3:14b-cloud,57e03a15f21f_20260130082420,6,21.54878282546997,1402,265,0,5.0,0.7142857142857143
ministral-3:14b-cloud,7c3880185c18_20260130083202,1,130.98952460289001,1788,867,2,4.333333333333333,0.5238095238095238
ministral-3:14b-cloud,7c3880185c18_20260130083202,2,82.48634719848633,1914,137,1,4.75,0.5238095238095238
ministral-3:14b-cloud,7c3880185c18_20260130083202,3,144.31919646263123,1831,506,2,3.75,0.5238095238095238
ministral-3:14b-cloud,7c3880185c18_20260130083202,4,100.78950309753418,1815,195,1,4.75,0.5238095238095238
ministral-3:14b-cloud,7c3880185c18_20260130083202,5,115.55318546295166,1788,335,1,4.75,0.5238095238095238
ministral-3:14b-cloud,7c3880185c18_20260130083202,6,43.58566904067993,1602,314,1,5.0,0.5238095238095238
ministral-3:14b-cloud,6f7bcbff8da1_20260130084318,1,55.53594660758972,1868,473,1,4.666666666666667,0.6190476190476191
ministral-3:14b-cloud,6f7bcbff8da1_20260130084318,2,49.25425958633423,1856,52,1,5.0,0.6190476190476191
ministral-3:14b-cloud,6f7bcbff8da1_20260130084318,3,161.64325141906738,1956,522,2,3.75,0.6190476190476191
ministral-3:14b-cloud,6f7bcbff8da1_20260130084318,4,114.17438077926636,1648,251,1,5.0,0.6190476190476191
ministral-3:14b-cloud,6f7bcbff8da1_20260130084318,5,58.08719062805176,1497,583,0,5.0,0.6190476190476191
ministral-3:14b-cloud,6f7bcbff8da1_20260130084318,6,49.47420048713684,1488,257,1,4.5,0.6190476190476191
ministral-3:14b-cloud,15513fc8dcdb_20260130090247,1,111.52865076065063,1754,674,1,4.333333333333333,0.5714285714285714
ministral-3:14b-cloud,15513fc8dcdb_20260130090247,2,65.68790435791016,1860,122,1,4.75,0.5714285714285714
ministral-3:14b-cloud,15513fc8dcdb_20260130090247,3,119.42175054550171,1982,896,2,3.75,0.5714285714285714
ministral-3:14b-cloud,15513fc8dcdb_20260130090247,4,51.90691423416138,1878,404,1,4.5,0.5714285714285714
ministral-3:14b-cloud,15513fc8dcdb_20260130090247,5,47.462780714035034,1497,595,0,5.0,0.5714285714285714
ministral-3:14b-cloud,15513fc8dcdb_20260130090247,6,64.01277780532837,1582,264,1,5.0,0.5714285714285714
ministral-3:3b-cloud,ee922f14ecdd_20260130113525,1,5.309881210327148,1444,1351,0,,0.8095238095238095
ministral-3:3b-cloud,ee922f14ecdd_20260130113525,2,2.5813589096069336,1482,622,0,,0.8095238095238095
ministral-3:3b-cloud,ee922f14ecdd_20260130113525,3,2.906419277191162,1515,718,0,,0.8095238095238095
ministral-3:3b-cloud,ee922f14ecdd_20260130113525,4,3.0505290031433105,1519,733,0,,0.8095238095238095
ministral-3:3b-cloud,ee922f14ecdd_20260130113525,5,4.0475122928619385,1497,1095,0,,0.8095238095238095
ministral-3:3b-cloud,ee922f14ecdd_20260130113525,6,14.422261476516724,1402,4066,0,,0.8095238095238095
ministral-3:3b-cloud,1d37ab9c5f9c_20260130113625,1,5.041213512420654,1444,1332,0,,0.8095238095238095
ministral-3:3b-cloud,1d37ab9c5f9c_20260130113625,2,2.6218597888946533,1482,622,0,,0.8095238095238095
ministral-3:3b-cloud,1d37ab9c5f9c_20260130113625,3,3.523587226867676,1515,935,0,,0.8095238095238095
ministral-3:3b-cloud,1d37ab9c5f9c_20260130113625,4,4.369776010513306,1519,1067,0,,0.8095238095238095
ministral-3:3b-cloud,1d37ab9c5f9c_20260130113625,5,5.376819372177124,1497,1498,0,,0.8095238095238095
ministral-3:3b-cloud,1d37ab9c5f9c_20260130113625,6,6.80326247215271,1402,1184,0,,0.8095238095238095
ministral-3:3b-cloud,1299627cf0b5_20260130113748,1,3.071547269821167,1444,704,0,,0.7142857142857143
ministral-3:3b-cloud,1299627cf0b5_20260130113748,2,2.128086805343628,1482,481,0,,0.7142857142857143
ministral-3:3b-cloud,1299627cf0b5_20260130113748,3,2.2338027954101562,1515,523,0,,0.7142857142857143
ministral-3:3b-cloud,1299627cf0b5_20260130113748,4,3.2421741485595703,1519,814,0,,0.7142857142857143
ministral-3:3b-cloud,1299627cf0b5_20260130113748,5,4.15888237953186,1497,1080,0,,0.7142857142857143
ministral-3:3b-cloud,1299627cf0b5_20260130113748,6,9.531310796737671,1053,38,0,,0.7142857142857143
ministral-3:3b-cloud,f68b14afb783_20260130113836,1,2.6450934410095215,1444,600,0,,0.7142857142857143
ministral-3:3b-cloud,f68b14afb783_20260130113836,2,1.9553098678588867,1482,353,0,,0.7142857142857143
ministral-3:3b-cloud,f68b14afb783_20260130113836,3,2.998812198638916,1515,692,0,,0.7142857142857143
ministral-3:3b-cloud,f68b14afb783_20260130113836,4,2.8877058029174805,1519,729,0,,0.7142857142857143
ministral-3:3b-cloud,f68b14afb783_20260130113836,5,5.35021448135376,1497,1494,0,,0.7142857142857143
ministral-3:3b-cloud,f68b14afb783_20260130113836,6,9.702213048934937,1053,38,0,,0.7142857142857143
ministral-3:3b-cloud,08a0bf58f617_20260130113922,1,6.001060724258423,1444,1673,0,,0.9047619047619048
ministral-3:3b-cloud,08a0bf58f617_20260130113922,2,1.9147882461547852,1482,415,0,,0.9047619047619048
ministral-3:3b-cloud,08a0bf58f617_20260130113922,3,2.8763887882232666,1515,715,0,,0.9047619047619048
ministral-3:3b-cloud,08a0bf58f617_20260130113922,4,3.010427951812744,1519,726,0,,0.9047619047619048
ministral-3:3b-cloud,08a0bf58f617_20260130113922,5,5.486984491348267,1497,1483,0,,0.9047619047619048
ministral-3:3b-cloud,08a0bf58f617_20260130113922,6,17.206210613250732,1053,38,0,,0.9047619047619048
ministral-3:3b-cloud,7c1f53997bdd_20260130114047,1,3.5096919536590576,1444,898,0,,0.8571428571428571
ministral-3:3b-cloud,7c1f53997bdd_20260130114047,2,2.4483277797698975,1482,575,0,,0.8571428571428571
ministral-3:3b-cloud,7c1f53997bdd_20260130114047,3,7.038102149963379,1166,761,0,,0.8571428571428571
ministral-3:3b-cloud,7c1f53997bdd_20260130114047,4,3.0240464210510254,1519,751,0,,0.8571428571428571
ministral-3:3b-cloud,7c1f53997bdd_20260130114047,5,4.764588117599487,1497,1297,0,,0.8571428571428571
ministral-3:3b-cloud,7c1f53997bdd_20260130114047,6,4.830813646316528,1053,38,0,,0.8571428571428571
ministral-3:3b-cloud,3beb4c47e267_20260130114210,1,3.368396282196045,1444,827,0,,0.5714285714285714
ministral-3:3b-cloud,3beb4c47e267_20260130114210,2,3.4657280445098877,1133,137,0,,0.5714285714285714
ministral-3:3b-cloud,3beb4c47e267_20260130114210,3,2.561748743057251,1515,604,0,,0.5714285714285714
ministral-3:3b-cloud,3beb4c47e267_20260130114210,4,53.370879888534546,1519,213,0,,0.5714285714285714
ministral-3:3b-cloud,3beb4c47e267_20260130114210,5,4.549797296524048,1497,1230,0,,0.5714285714285714
ministral-3:3b-cloud,3beb4c47e267_20260130114210,6,9.535415410995483,1053,38,0,,0.5714285714285714
ministral-3:3b-cloud,b4670d3a7e9e_20260130114350,1,2.748929023742676,1444,658,0,,0.8095238095238095
ministral-3:3b-cloud,b4670d3a7e9e_20260130114350,2,2.572110891342163,1482,584,0,,0.8095238095238095
ministral-3:3b-cloud,b4670d3a7e9e_20260130114350,3,3.1976470947265625,1515,791,0,,0.8095238095238095
